Date,Infected,Daily_infected,Recovered,Death,Active_infected,Predicted_active_infected,Predicted_total_recovered,Predicted_total_death,Predicted_total_infected
13-Apr-20,73303,1617,45983,4585,22735,268315,487776,6089,762180
14-Apr-20,74877,1574,48129,4683,22065,264295,539345,6788,810428
15-Apr-20,Nan,Nan,Nan,Nan,Nan,260351,590731,7481,858563
16-Apr-20,Nan,Nan,Nan,Nan,Nan,256485,641861,8167,906513
17-Apr-20,Nan,Nan,Nan,Nan,Nan,252692,692692,8844,954228
18-Apr-20,Nan,Nan,Nan,Nan,Nan,248973,743196,9512,1001681
19-Apr-20,Nan,Nan,Nan,Nan,Nan,245326,793362,10171,1048859
20-Apr-20,Nan,Nan,Nan,Nan,Nan,241750,843181,10820,1095751
21-Apr-20,Nan,Nan,Nan,Nan,Nan,238243,892654,11460,1142357
22-Apr-20,Nan,Nan,Nan,Nan,Nan,234803,941783,12091,1188677
23-Apr-20,Nan,Nan,Nan,Nan,Nan,231430,990572,12712,1234714
24-Apr-20,Nan,Nan,Nan,Nan,Nan,228123,1039026,13325,1280474
25-Apr-20,Nan,Nan,Nan,Nan,Nan,224879,1087152,13928,1325959
26-Apr-20,Nan,Nan,Nan,Nan,Nan,221699,1134955,14523,1371177
27-Apr-20,Nan,Nan,Nan,Nan,Nan,218580,1182443,15109,1416132
28-Apr-20,Nan,Nan,Nan,Nan,Nan,215521,1229622,15687,1460830
29-Apr-20,Nan,Nan,Nan,Nan,Nan,212522,1276500,16256,1505278
30-Apr-20,Nan,Nan,Nan,Nan,Nan,209581,1323083,16818,1549482
1-May-20,Nan,Nan,Nan,Nan,Nan,206697,1369377,17371,1593445
2-May-20,Nan,Nan,Nan,Nan,Nan,203869,1415391,17917,1637177
3-May-20,Nan,Nan,Nan,Nan,Nan,201096,1461130,18455,1680681
4-May-20,Nan,Nan,Nan,Nan,Nan,198377,1506600,18986,1723963
5-May-20,Nan,Nan,Nan,Nan,Nan,195710,1551809,19509,1767028
6-May-20,Nan,Nan,Nan,Nan,Nan,193095,1596763,20025,1809883
7-May-20,Nan,Nan,Nan,Nan,Nan,190531,1641467,20535,1852533
8-May-20,Nan,Nan,Nan,Nan,Nan,188017,1685929,21037,1894983
9-May-20,Nan,Nan,Nan,Nan,Nan,185552,1730153,21533,1937238
10-May-20,Nan,Nan,Nan,Nan,Nan,183134,1774146,22022,1979302
11-May-20,Nan,Nan,Nan,Nan,Nan,180764,1817914,22505,2021183
12-May-20,Nan,Nan,Nan,Nan,Nan,178439,1861461,22981,2062881
13-May-20,Nan,Nan,Nan,Nan,Nan,176160,1904794,23451,2104405
14-May-20,Nan,Nan,Nan,Nan,Nan,173925,1947916,23915,2145756
15-May-20,Nan,Nan,Nan,Nan,Nan,171734,1990834,24374,2186942
16-May-20,Nan,Nan,Nan,Nan,Nan,169585,2033552,24826,2227963
17-May-20,Nan,Nan,Nan,Nan,Nan,167478,2076075,25273,2268826
18-May-20,Nan,Nan,Nan,Nan,Nan,165412,2118407,25714,2309533
19-May-20,Nan,Nan,Nan,Nan,Nan,163386,2160553,26150,2350089
20-May-20,Nan,Nan,Nan,Nan,Nan,161400,2202516,26581,2390497
21-May-20,Nan,Nan,Nan,Nan,Nan,159453,2244299,27006,2430758
22-May-20,Nan,Nan,Nan,Nan,Nan,157543,2285908,27426,2470877
23-May-20,Nan,Nan,Nan,Nan,Nan,155670,2327345,27842,2510857
24-May-20,Nan,Nan,Nan,Nan,Nan,153834,2368614,28252,2550700
25-May-20,Nan,Nan,Nan,Nan,Nan,152034,2409716,28658,2590408
26-May-20,Nan,Nan,Nan,Nan,Nan,150269,2450656,29059,2629984
27-May-20,Nan,Nan,Nan,Nan,Nan,148538,2491435,29455,2669428
28-May-20,Nan,Nan,Nan,Nan,Nan,146842,2532055,29847,2708744
29-May-20,Nan,Nan,Nan,Nan,Nan,145178,2572520,30235,2747933
30-May-20,Nan,Nan,Nan,Nan,Nan,143547,2612830,30618,2786995
31-May-20,Nan,Nan,Nan,Nan,Nan,141947,2652987,30997,2825931
1-Jun-20,Nan,Nan,Nan,Nan,Nan,140379,2692993,31372,2864744
2-Jun-20,Nan,Nan,Nan,Nan,Nan,138841,2732848,31743,2903432
3-Jun-20,Nan,Nan,Nan,Nan,Nan,137334,2772554,32111,2941999
4-Jun-20,Nan,Nan,Nan,Nan,Nan,135856,2812110,32474,2980440
5-Jun-20,Nan,Nan,Nan,Nan,Nan,134407,2851519,32834,3018760
6-Jun-20,Nan,Nan,Nan,Nan,Nan,132986,2890779,33190,3056955
7-Jun-20,Nan,Nan,Nan,Nan,Nan,131593,2929891,33542,3095026
8-Jun-20,Nan,Nan,Nan,Nan,Nan,130228,2968855,33891,3132974
9-Jun-20,Nan,Nan,Nan,Nan,Nan,128889,3007670,34236,3170795
10-Jun-20,Nan,Nan,Nan,Nan,Nan,127576,3046335,34579,3208490
11-Jun-20,Nan,Nan,Nan,Nan,Nan,126290,3084851,34918,3246059
12-Jun-20,Nan,Nan,Nan,Nan,Nan,125028,3123216,35253,3283497
13-Jun-20,Nan,Nan,Nan,Nan,Nan,123791,3161429,35586,3320806
14-Jun-20,Nan,Nan,Nan,Nan,Nan,122578,3199489,35916,3357983
15-Jun-20,Nan,Nan,Nan,Nan,Nan,121390,3237394,36243,3395027
16-Jun-20,Nan,Nan,Nan,Nan,Nan,120224,3275143,36566,3431933
17-Jun-20,Nan,Nan,Nan,Nan,Nan,119081,3312735,36888,3468704
18-Jun-20,Nan,Nan,Nan,Nan,Nan,117961,3350167,37206,3505334
19-Jun-20,Nan,Nan,Nan,Nan,Nan,116863,3387437,37522,3541822
20-Jun-20,Nan,Nan,Nan,Nan,Nan,115786,3424545,37835,3578166
21-Jun-20,Nan,Nan,Nan,Nan,Nan,114731,3461487,38145,3614363
22-Jun-20,Nan,Nan,Nan,Nan,Nan,113696,3498261,38453,3650410
23-Jun-20,Nan,Nan,Nan,Nan,Nan,112682,3534866,38759,3686307
24-Jun-20,Nan,Nan,Nan,Nan,Nan,111687,3571298,39062,3722047
25-Jun-20,Nan,Nan,Nan,Nan,Nan,110712,3607556,39363,3757631
26-Jun-20,Nan,Nan,Nan,Nan,Nan,109756,3643637,39662,3793055
27-Jun-20,Nan,Nan,Nan,Nan,Nan,108818,3679538,39958,3828314
28-Jun-20,Nan,Nan,Nan,Nan,Nan,107899,3715258,40253,3863410
29-Jun-20,Nan,Nan,Nan,Nan,Nan,106998,3750793,40545,3898336
30-Jun-20,Nan,Nan,Nan,Nan,Nan,106115,3786142,40836,3933093
1-Jul-20,Nan,Nan,Nan,Nan,Nan,105249,3821300,41124,3967673
2-Jul-20,Nan,Nan,Nan,Nan,Nan,104399,3856267,41410,4002076
3-Jul-20,Nan,Nan,Nan,Nan,Nan,103566,3891039,41695,4036300
4-Jul-20,Nan,Nan,Nan,Nan,Nan,102749,3925614,41978,4070341
5-Jul-20,Nan,Nan,Nan,Nan,Nan,101948,3959988,42259,4104195
6-Jul-20,Nan,Nan,Nan,Nan,Nan,101163,3994161,42539,4137863
7-Jul-20,Nan,Nan,Nan,Nan,Nan,100392,4028128,42817,4171337
8-Jul-20,Nan,Nan,Nan,Nan,Nan,99637,4061888,43093,4204618
9-Jul-20,Nan,Nan,Nan,Nan,Nan,98895,4095438,43367,4237700
10-Jul-20,Nan,Nan,Nan,Nan,Nan,98168,4128775,43641,4270584
11-Jul-20,Nan,Nan,Nan,Nan,Nan,97454,4161897,43912,4303263
12-Jul-20,Nan,Nan,Nan,Nan,Nan,96754,4194801,44183,4335738
13-Jul-20,Nan,Nan,Nan,Nan,Nan,96067,4227486,44452,4368005
14-Jul-20,Nan,Nan,Nan,Nan,Nan,95393,4259949,44719,4400061
15-Jul-20,Nan,Nan,Nan,Nan,Nan,94731,4292187,44986,4431904
16-Jul-20,Nan,Nan,Nan,Nan,Nan,94082,4324198,45251,4463531
17-Jul-20,Nan,Nan,Nan,Nan,Nan,93444,4355980,45515,4494939
18-Jul-20,Nan,Nan,Nan,Nan,Nan,92818,4387530,45777,4526125
19-Jul-20,Nan,Nan,Nan,Nan,Nan,92203,4418847,46039,4557089
20-Jul-20,Nan,Nan,Nan,Nan,Nan,91598,4449929,46299,4587826
21-Jul-20,Nan,Nan,Nan,Nan,Nan,91005,4480772,46559,4618336
22-Jul-20,Nan,Nan,Nan,Nan,Nan,90422,4511376,46817,4648615
23-Jul-20,Nan,Nan,Nan,Nan,Nan,89848,4541739,47075,4678662
24-Jul-20,Nan,Nan,Nan,Nan,Nan,89285,4571857,47331,4708473
25-Jul-20,Nan,Nan,Nan,Nan,Nan,88731,4601730,47587,4738048
26-Jul-20,Nan,Nan,Nan,Nan,Nan,88186,4631356,47842,4767384
27-Jul-20,Nan,Nan,Nan,Nan,Nan,87649,4660732,48095,4796476
28-Jul-20,Nan,Nan,Nan,Nan,Nan,87122,4689858,48348,4825328
29-Jul-20,Nan,Nan,Nan,Nan,Nan,86602,4718731,48601,4853934
30-Jul-20,Nan,Nan,Nan,Nan,Nan,86090,4747351,48852,4882293
31-Jul-20,Nan,Nan,Nan,Nan,Nan,85586,4775714,49103,4910403
1-Aug-20,Nan,Nan,Nan,Nan,Nan,85090,4803821,49353,4938264
2-Aug-20,Nan,Nan,Nan,Nan,Nan,84600,4831669,49602,4965871
3-Aug-20,Nan,Nan,Nan,Nan,Nan,84118,4859258,49851,4993227
4-Aug-20,Nan,Nan,Nan,Nan,Nan,83641,4886585,50099,5020325
5-Aug-20,Nan,Nan,Nan,Nan,Nan,83171,4913650,50347,5047168
6-Aug-20,Nan,Nan,Nan,Nan,Nan,82707,4940452,50594,5073753
7-Aug-20,Nan,Nan,Nan,Nan,Nan,82249,4966990,50840,5100079
8-Aug-20,Nan,Nan,Nan,Nan,Nan,81796,4993262,51086,5126144
9-Aug-20,Nan,Nan,Nan,Nan,Nan,81348,5019268,51331,5151947
10-Aug-20,Nan,Nan,Nan,Nan,Nan,80906,5045007,51576,5177489
11-Aug-20,Nan,Nan,Nan,Nan,Nan,80467,5070479,51821,5202767
12-Aug-20,Nan,Nan,Nan,Nan,Nan,80033,5095682,52064,5227779
13-Aug-20,Nan,Nan,Nan,Nan,Nan,79604,5120616,52308,5252528
14-Aug-20,Nan,Nan,Nan,Nan,Nan,79178,5145281,52551,5277010
15-Aug-20,Nan,Nan,Nan,Nan,Nan,78755,5169676,52794,5301225
16-Aug-20,Nan,Nan,Nan,Nan,Nan,78336,5193801,53036,5325173
17-Aug-20,Nan,Nan,Nan,Nan,Nan,77920,5217656,53278,5348854
18-Aug-20,Nan,Nan,Nan,Nan,Nan,77507,5241241,53519,5372267
19-Aug-20,Nan,Nan,Nan,Nan,Nan,77097,5264554,53760,5395411
20-Aug-20,Nan,Nan,Nan,Nan,Nan,76689,5287598,54001,5418288
21-Aug-20,Nan,Nan,Nan,Nan,Nan,76283,5310371,54241,5440895
22-Aug-20,Nan,Nan,Nan,Nan,Nan,75879,5332874,54481,5463234
23-Aug-20,Nan,Nan,Nan,Nan,Nan,75477,5355108,54721,5485306
24-Aug-20,Nan,Nan,Nan,Nan,Nan,75077,5377072,54960,5507109
25-Aug-20,Nan,Nan,Nan,Nan,Nan,74677,5398767,55199,5528643
26-Aug-20,Nan,Nan,Nan,Nan,Nan,74279,5420194,55438,5549911
27-Aug-20,Nan,Nan,Nan,Nan,Nan,73882,5441353,55677,5570912
28-Aug-20,Nan,Nan,Nan,Nan,Nan,73485,5462245,55915,5591645
29-Aug-20,Nan,Nan,Nan,Nan,Nan,73089,5482872,56153,5612114
30-Aug-20,Nan,Nan,Nan,Nan,Nan,72693,5503233,56390,5632316
31-Aug-20,Nan,Nan,Nan,Nan,Nan,72297,5523329,56627,5652253
1-Sep-20,Nan,Nan,Nan,Nan,Nan,71902,5543163,56864,5671929
2-Sep-20,Nan,Nan,Nan,Nan,Nan,71506,5562735,57101,5691342
3-Sep-20,Nan,Nan,Nan,Nan,Nan,71110,5582046,57337,5710493
4-Sep-20,Nan,Nan,Nan,Nan,Nan,70713,5601097,57573,5729383
5-Sep-20,Nan,Nan,Nan,Nan,Nan,70316,5619891,57809,5748016
6-Sep-20,Nan,Nan,Nan,Nan,Nan,69918,5638428,58044,5766390
7-Sep-20,Nan,Nan,Nan,Nan,Nan,69519,5656709,58279,5784507
8-Sep-20,Nan,Nan,Nan,Nan,Nan,69119,5674737,58514,5802370
9-Sep-20,Nan,Nan,Nan,Nan,Nan,68718,5692514,58748,5819980
10-Sep-20,Nan,Nan,Nan,Nan,Nan,68315,5710040,58982,5837337
11-Sep-20,Nan,Nan,Nan,Nan,Nan,67912,5727317,59216,5854445
12-Sep-20,Nan,Nan,Nan,Nan,Nan,67506,5744348,59449,5871303
13-Sep-20,Nan,Nan,Nan,Nan,Nan,67100,5761134,59682,5887916
14-Sep-20,Nan,Nan,Nan,Nan,Nan,66691,5777678,59914,5904283
15-Sep-20,Nan,Nan,Nan,Nan,Nan,66281,5793980,60146,5920407
16-Sep-20,Nan,Nan,Nan,Nan,Nan,65869,5810044,60378,5936291
17-Sep-20,Nan,Nan,Nan,Nan,Nan,65456,5825871,60609,5951936
18-Sep-20,Nan,Nan,Nan,Nan,Nan,65040,5841463,60840,5967343
19-Sep-20,Nan,Nan,Nan,Nan,Nan,64622,5856823,61070,5982515
20-Sep-20,Nan,Nan,Nan,Nan,Nan,64203,5871953,61299,5997455
21-Sep-20,Nan,Nan,Nan,Nan,Nan,63781,5886854,61529,6012164
22-Sep-20,Nan,Nan,Nan,Nan,Nan,63358,5901530,61757,6026645
23-Sep-20,Nan,Nan,Nan,Nan,Nan,62932,5915983,61985,6040900
24-Sep-20,Nan,Nan,Nan,Nan,Nan,62504,5930214,62213,6054931
25-Sep-20,Nan,Nan,Nan,Nan,Nan,62075,5944227,62440,6068742
26-Sep-20,Nan,Nan,Nan,Nan,Nan,61643,5958023,62666,6082332
27-Sep-20,Nan,Nan,Nan,Nan,Nan,61209,5971605,62892,6095706
28-Sep-20,Nan,Nan,Nan,Nan,Nan,60773,5984975,63117,6108865
29-Sep-20,Nan,Nan,Nan,Nan,Nan,60335,5998137,63342,6121814
30-Sep-20,Nan,Nan,Nan,Nan,Nan,59895,6011091,63566,6134552
1-Oct-20,Nan,Nan,Nan,Nan,Nan,59453,6023841,63789,6147083
2-Oct-20,Nan,Nan,Nan,Nan,Nan,59009,6036390,64011,6159410
3-Oct-20,Nan,Nan,Nan,Nan,Nan,58563,6048739,64233,6171535
4-Oct-20,Nan,Nan,Nan,Nan,Nan,58115,6060891,64454,6183460
5-Oct-20,Nan,Nan,Nan,Nan,Nan,57665,6072849,64674,6195188
6-Oct-20,Nan,Nan,Nan,Nan,Nan,57214,6084616,64893,6206723
7-Oct-20,Nan,Nan,Nan,Nan,Nan,56761,6096192,65111,6218064
8-Oct-20,Nan,Nan,Nan,Nan,Nan,56306,6107582,65329,6229217
9-Oct-20,Nan,Nan,Nan,Nan,Nan,55850,6118788,65546,6240184
10-Oct-20,Nan,Nan,Nan,Nan,Nan,55392,6129811,65761,6250964
11-Oct-20,Nan,Nan,Nan,Nan,Nan,54933,6140655,65976,6261564
12-Oct-20,Nan,Nan,Nan,Nan,Nan,54472,6151322,66190,6271984
13-Oct-20,Nan,Nan,Nan,Nan,Nan,54010,6161815,66403,6282228
14-Oct-20,Nan,Nan,Nan,Nan,Nan,53547,6172136,66615,6292298
15-Oct-20,Nan,Nan,Nan,Nan,Nan,53083,6182287,66826,6302196
16-Oct-20,Nan,Nan,Nan,Nan,Nan,52618,6192271,67036,6311925
17-Oct-20,Nan,Nan,Nan,Nan,Nan,52152,6202090,67245,6321487
18-Oct-20,Nan,Nan,Nan,Nan,Nan,51685,6211747,67453,6330885
19-Oct-20,Nan,Nan,Nan,Nan,Nan,51218,6221243,67659,6340120
20-Oct-20,Nan,Nan,Nan,Nan,Nan,50750,6230583,67865,6349198
21-Oct-20,Nan,Nan,Nan,Nan,Nan,50281,6239767,68069,6358117
22-Oct-20,Nan,Nan,Nan,Nan,Nan,49812,6248798,68272,6366882
23-Oct-20,Nan,Nan,Nan,Nan,Nan,49343,6257679,68475,6375497
24-Oct-20,Nan,Nan,Nan,Nan,Nan,48873,6266411,68675,6383959
25-Oct-20,Nan,Nan,Nan,Nan,Nan,48404,6274998,68875,6392277
26-Oct-20,Nan,Nan,Nan,Nan,Nan,47934,6283440,69073,6400447
27-Oct-20,Nan,Nan,Nan,Nan,Nan,47465,6291742,69271,6408478
28-Oct-20,Nan,Nan,Nan,Nan,Nan,46995,6299904,69467,6416366
29-Oct-20,Nan,Nan,Nan,Nan,Nan,46527,6307929,69661,6424117
30-Oct-20,Nan,Nan,Nan,Nan,Nan,46058,6315819,69854,6431731
31-Oct-20,Nan,Nan,Nan,Nan,Nan,45590,6323577,70046,6439213
1-Nov-20,Nan,Nan,Nan,Nan,Nan,45123,6331203,70237,6446563
2-Nov-20,Nan,Nan,Nan,Nan,Nan,44657,6338702,70426,6453785
3-Nov-20,Nan,Nan,Nan,Nan,Nan,44191,6346074,70614,6460879
4-Nov-20,Nan,Nan,Nan,Nan,Nan,43727,6353322,70800,6467849
5-Nov-20,Nan,Nan,Nan,Nan,Nan,43263,6360447,70985,6474695
6-Nov-20,Nan,Nan,Nan,Nan,Nan,42801,6367452,71169,6481422
7-Nov-20,Nan,Nan,Nan,Nan,Nan,42340,6374339,71351,6488030
8-Nov-20,Nan,Nan,Nan,Nan,Nan,41880,6381109,71532,6494521
9-Nov-20,Nan,Nan,Nan,Nan,Nan,41422,6387765,71711,6500898
10-Nov-20,Nan,Nan,Nan,Nan,Nan,40966,6394308,71889,6507163
11-Nov-20,Nan,Nan,Nan,Nan,Nan,40511,6400741,72066,6513318
12-Nov-20,Nan,Nan,Nan,Nan,Nan,40058,6407065,72240,6519363
13-Nov-20,Nan,Nan,Nan,Nan,Nan,39606,6413282,72414,6525302
14-Nov-20,Nan,Nan,Nan,Nan,Nan,39157,6419393,72586,6531136
15-Nov-20,Nan,Nan,Nan,Nan,Nan,38710,6425402,72756,6536868
16-Nov-20,Nan,Nan,Nan,Nan,Nan,38264,6431309,72925,6542498
17-Nov-20,Nan,Nan,Nan,Nan,Nan,37821,6437115,73092,6548028
18-Nov-20,Nan,Nan,Nan,Nan,Nan,37381,6442824,73258,6553463
19-Nov-20,Nan,Nan,Nan,Nan,Nan,36942,6448436,73422,6558800
20-Nov-20,Nan,Nan,Nan,Nan,Nan,36506,6453953,73585,6564044
21-Nov-20,Nan,Nan,Nan,Nan,Nan,36073,6459377,73746,6569196
22-Nov-20,Nan,Nan,Nan,Nan,Nan,35642,6464710,73905,6574257
23-Nov-20,Nan,Nan,Nan,Nan,Nan,35214,6469952,74063,6579229
24-Nov-20,Nan,Nan,Nan,Nan,Nan,34788,6475106,74220,6584114
25-Nov-20,Nan,Nan,Nan,Nan,Nan,34365,6480172,74374,6588911
26-Nov-20,Nan,Nan,Nan,Nan,Nan,33945,6485154,74528,6593627
27-Nov-20,Nan,Nan,Nan,Nan,Nan,33528,6490051,74679,6598258
28-Nov-20,Nan,Nan,Nan,Nan,Nan,33114,6494866,74830,6602810
29-Nov-20,Nan,Nan,Nan,Nan,Nan,32703,6499599,74978,6607280
30-Nov-20,Nan,Nan,Nan,Nan,Nan,32295,6504253,75125,6611673
1-Dec-20,Nan,Nan,Nan,Nan,Nan,31890,6508829,75271,6615990
2-Dec-20,Nan,Nan,Nan,Nan,Nan,31488,6513328,75414,6620230
3-Dec-20,Nan,Nan,Nan,Nan,Nan,31089,6517751,75557,6624397
4-Dec-20,Nan,Nan,Nan,Nan,Nan,30694,6522099,75697,6628490
5-Dec-20,Nan,Nan,Nan,Nan,Nan,30302,6526375,75837,6632514
6-Dec-20,Nan,Nan,Nan,Nan,Nan,29913,6530580,75974,6636467
7-Dec-20,Nan,Nan,Nan,Nan,Nan,29527,6534713,76110,6640350
8-Dec-20,Nan,Nan,Nan,Nan,Nan,29145,6538778,76245,6644168
9-Dec-20,Nan,Nan,Nan,Nan,Nan,28766,6542775,76378,6647919
10-Dec-20,Nan,Nan,Nan,Nan,Nan,28391,6546704,76509,6651604
11-Dec-20,Nan,Nan,Nan,Nan,Nan,28019,6550568,76639,6655226
12-Dec-20,Nan,Nan,Nan,Nan,Nan,27650,6554368,76767,6658785
13-Dec-20,Nan,Nan,Nan,Nan,Nan,27285,6558105,76894,6662284
14-Dec-20,Nan,Nan,Nan,Nan,Nan,26924,6561779,77019,6665722
15-Dec-20,Nan,Nan,Nan,Nan,Nan,26566,6565392,77143,6669101
16-Dec-20,Nan,Nan,Nan,Nan,Nan,26212,6568945,77265,6672422
17-Dec-20,Nan,Nan,Nan,Nan,Nan,25861,6572439,77386,6675686
18-Dec-20,Nan,Nan,Nan,Nan,Nan,25514,6575875,77505,6678894
19-Dec-20,Nan,Nan,Nan,Nan,Nan,25170,6579254,77623,6682047
20-Dec-20,Nan,Nan,Nan,Nan,Nan,24830,6582577,77739,6685146
21-Dec-20,Nan,Nan,Nan,Nan,Nan,24493,6585846,77854,6688193
22-Dec-20,Nan,Nan,Nan,Nan,Nan,24160,6589060,77968,6691188
23-Dec-20,Nan,Nan,Nan,Nan,Nan,23831,6592221,78080,6694132
24-Dec-20,Nan,Nan,Nan,Nan,Nan,23505,6595331,78190,6697026
25-Dec-20,Nan,Nan,Nan,Nan,Nan,23183,6598389,78299,6699871
26-Dec-20,Nan,Nan,Nan,Nan,Nan,22865,6601396,78407,6702668
27-Dec-20,Nan,Nan,Nan,Nan,Nan,22550,6604355,78513,6705418
28-Dec-20,Nan,Nan,Nan,Nan,Nan,22239,6607265,78618,6708122
29-Dec-20,Nan,Nan,Nan,Nan,Nan,21931,6610127,78722,6710780
30-Dec-20,Nan,Nan,Nan,Nan,Nan,21627,6612942,78824,6713393
31-Dec-20,Nan,Nan,Nan,Nan,Nan,21326,6615712,78925,6715963
1-Jan-21,Nan,Nan,Nan,Nan,Nan,21029,6618436,79024,6718489
2-Jan-21,Nan,Nan,Nan,Nan,Nan,20735,6621116,79122,6720973
3-Jan-21,Nan,Nan,Nan,Nan,Nan,20445,6623752,79219,6723416
4-Jan-21,Nan,Nan,Nan,Nan,Nan,20159,6626345,79315,6725819
5-Jan-21,Nan,Nan,Nan,Nan,Nan,19876,6628896,79409,6728181
6-Jan-21,Nan,Nan,Nan,Nan,Nan,19596,6631406,79502,6730504
7-Jan-21,Nan,Nan,Nan,Nan,Nan,19320,6633876,79593,6732789
8-Jan-21,Nan,Nan,Nan,Nan,Nan,19047,6636305,79684,6735036
9-Jan-21,Nan,Nan,Nan,Nan,Nan,18778,6638695,79773,6737246
10-Jan-21,Nan,Nan,Nan,Nan,Nan,18512,6641047,79861,6739420
11-Jan-21,Nan,Nan,Nan,Nan,Nan,18250,6643360,79947,6741557
12-Jan-21,Nan,Nan,Nan,Nan,Nan,17991,6645637,80033,6743661
13-Jan-21,Nan,Nan,Nan,Nan,Nan,17735,6647877,80117,6745729
14-Jan-21,Nan,Nan,Nan,Nan,Nan,17482,6650081,80200,6747763
15-Jan-21,Nan,Nan,Nan,Nan,Nan,17233,6652249,80282,6749764
16-Jan-21,Nan,Nan,Nan,Nan,Nan,16987,6654383,80362,6751732
17-Jan-21,Nan,Nan,Nan,Nan,Nan,16745,6656483,80442,6753670
18-Jan-21,Nan,Nan,Nan,Nan,Nan,16505,6658550,80520,6755575
19-Jan-21,Nan,Nan,Nan,Nan,Nan,16269,6660583,80598,6757450
20-Jan-21,Nan,Nan,Nan,Nan,Nan,16036,6662584,80674,6759294
21-Jan-21,Nan,Nan,Nan,Nan,Nan,15806,6664554,80749,6761109
22-Jan-21,Nan,Nan,Nan,Nan,Nan,15579,6666492,80823,6762894
