Date,Infected,Daily_infected,Recovered,Death,Active_infected,Predicted_active_infected,Predicted_total_recovered,Predicted_total_death,Predicted_total_infected
7-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
8-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
9-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
10-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
11-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
12-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
13-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
14-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
15-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
16-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
17-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
18-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
19-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
20-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
21-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
22-Aug-21,Nan,Nan,Nan,Nan,Nan,0,32751582,591262,33342844
,,,,,,0,32751582,591262,33342844
